,text_label
RT @_NikkiiiBeeee: Getting called ugly by a bitch that use to idolize you. &#128064; Ohhhh well okay... &#128514;,bullying
RT @_NoREGGIEAllow: I think IF i had hoes i would tell them alll the same shit &#128514; im too lazy to be tryna switch shit up . &#128564;,bullying
RT @_OgElizabeth: On god yall hoes better get off my twitter,bullying
RT @_POCAPetite: stick by his side and don't give his pussy up . .,bullying
"RT @_Perarl: BITCH YOU GUESSED IT ""@VSamone: &#8220;@_Perarl: my pussy cuteness always sets me up for a good day&#128522;&#8221;u need some dick""WOOOOHYou &#8230;",bullying
"RT @_Phocus: ""@BOSSSHlTONLY: This bitch... http://t.co/o7uSKCMfcD""&#128514;&#128514;",bullying
"RT @_PimpC: ""@koniikonn: &#8220;@_Weezy_Wee: If you ask me every bitch gay&#8221; not me I'm all sexual"" Wtf is all sexual? If you don't mind me asking",bullying
RT @_PlayboyG: Another movie that's gonna make you question your bitch &#128530;&#128514; https://t.co/V9EbkQytsu,bullying
RT @_PrettyJade: I don't care about none of these bitches &#128524;,bullying
"RT @_RealThickJazz: ""@1inkkofrosess: Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;"" &#128514;&#128514;",bullying
RT @_RiveraJustin: It's unattractive when girls act ghetto,nonbullying
"RT @_RyanRod: RT @AmazinTheGreat: Girls say bs like ""you got too many hoes"". Stop letting twitter and IG fool you. I don't know these fucki&#8230;",bullying
RT @_SadisticBitch: I'll never understand how people can fake an entire relationship? I can't even fake a 'hello' to a bitch that I fucking&#8230;,bullying
RT @_ShePissGlitter: I'm not going out my way 2 make sure bitches know NOTHING ... Just pay attention !!!,bullying
"RT @_ShesSuchADoll: ; straight &#128686; ""@DrewWhosUrDaddy: To each his own @wizkhalifa but these hoes weak http://t.co/W7TEj28aNr""",bullying
RT @_SiNCERE18: - when ya friends nag you like they yo bitch &#128064; mayne chill tf,bullying
RT @_SooFcknHomo: Yeen suckin yeen fuckin watchu doin hoe ?,bullying
RT @_TJL0326: &#8220;@JNH_54: When the pussy so wet you hear that shit smacking &gt;&gt;&gt;&gt;&gt; &#128049;&#128166;&#128166;&#128553;&#128525;&#128588;&#8221; &#10071;&#65039;,bullying
RT @_TatyanaShells: he like me even more cuz he know I gotta bitch,bullying
RT @_ThatBoyKing: All you hoes wake up,bullying
RT @_ThatGirlKhaila: Yo hoe will get slayed &#128514;,bullying
RT @_ThatsIt: When a bitch tell me I'm ugly &#128514;&#128514;&#128514;&#128514; http://t.co/o9EkMrw5WK,bullying
RT @_TheBank: Bacon over bitches,bullying
RT @_TheCrownedHead: man I'm strolling and all I see is y'all hoes that suck dick talking about her like man don't stunt on her bru .,bullying
RT @_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard,bullying
RT @_TommyGunn_: Some of you cunts owe me money.,bullying
RT @_TootieDee: Ion want the pussy if it come wit hairs,bullying
"RT @_TrackStar15: I hate ""I'm my own WCW"" ass bitches &#58382;",bullying
RT @_TraeMartinez: @ATRLfan @ChocolVte_ @baesuschrist @VikkiNoSecrets bitch you ugly as fuck are you a fuck tranny ? Get Alligator face as&#8230;,bullying
RT @_TrillKVLE: @Visually_Gifted I'll find you a ride. But it's no pussy shit and that was some pussy shit &#128548;&#128514;,bullying
RT @_TyMoore: For all those watching that so raven. Look at this negro now lol&#128514;&#128514;&#128553;&#128553; http://t.co/nEcAKyTdI1,bullying
RT @_VibeWithMe_: doing someone wrong for the sole reason that they did you wrong will only bring more negative karma &amp; energy into your li&#8230;,nonbullying
"RT @_ViciousMoe: i have absolutely no ""hoes""",bullying
"RT @_VodkaThoughts_: ""Light beer? You mean faggot piss?"" -Overly Powered Man",bullying
RT @_VodkaThoughts_: shego was the baddest bitch of my childhood&#128293; http://t.co/fiigh50DEj,bullying
RT @_WORDtotheWISE: I love when the birds are chirping in the morning #patsgonnasubtweet,nonbullying
RT @_WhitePonyJr_: @Eric_Mariners @JC_1221 peace out then faggot http://t.co/qSGyCVcvaP,bullying
RT @_Withluv_Kira: &#8220;@ChiChi_knows: What's yall favorite chappelle show skit?&#8221; Is wayne Brady gonna have to choke a bitch? &#128514;,bullying
"RT @_YourHoesStink: &#8220;@PizzaBeforeHoes: I hate a ""I'm my own WCW &#128129;"" ass bitch &#128514;&#8221;",bullying
RT @__BrighterDays: I don't be worrying about these messy hood ass hoes but they worrying about me though. Why? &#128583;,bullying
RT @__BrighterDays: I don't understand I don't even fuck with these bitches but I'm so relevant to them though &#128564;,bullying
RT @__BrionnaNicole: Never realize the precious time you bitch niggas is wasting &#128070;,bullying
RT @__CocaineCowboy: Freaky ass ready ass hoes,bullying
"RT @__DatTootieGurl: ""@1stBlocJeremiah: These hoes got more bodies than a cemetery&#128056;&#9749;&#65039;.""",bullying
RT @__DayAnnaa: Bobby bitch bobby bitch &#128293;&#128293;&#128520;,bullying
RT @__E_T___: Brown colored eyes are really blue under a layer of melanin.,nonbullying
RT @__Harveyyy: People getting called all types of bitches over music lol you know how ridiculous that is?,bullying
RT @__HerEyezLow: U gotta be a pathetic bitch to ride by another females house looking for a nigga that ain't yours smh,bullying
RT @__HoldMyHEART: I don't understand how bitches find the time to worry about what another bitch is doing,bullying
RT @__Independentt: Why do these hoes think it's cute to take pictures kissing eachother ? #gaggggg,bullying
RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1,bullying
RT @__Junebugg: @VoiceOfDStreetz hell yea save money like a hoe,bullying
RT @__Junebugg: That hoe is live though,bullying
RT @__LilBrisko: I don't care about none of these bitches,bullying
RT @__LilNiNo: R.I.P &#128128; to the hoes&#128131; dying for attention.,bullying
RT @__Lonz: Once a hoe always a hoe &#128076;,bullying
RT @__PrettyBlaack: If a bitch think I'm worried about her that bitch overthinking &#128557;&#128514;&#128581;&#128129;&#128582;&#8252;&#65039;,bullying
RT @__PrettyTea: 30 bottles ! 30 bitches !,bullying
"RT @__SoulFlower: ""I'm against feminism I think men and women should be equal"" a bitch that don't know shit about feminism",bullying
RT @__Stackzz: &#8220;@VoiceOfDStreetz: &#8220;@__Stackzz: @VoiceOfDStreetz lol for what?&#8221; Lol you dissing us&#8221;&#128514;&#128514;&#128514; shut up bitch,bullying
RT @__Stackzz: Pick 6 hoe lets gooo,bullying
RT @__VIIXXIV &#128514;Me: Baby I cookedBae: What's for dinner?Me: That bitch you been texting http://t.co/GwT19xIXUz,bullying
"RT @__YouWEAKTho: ain't no ""WE"" in this bitch .",bullying
RT @___Jazsy: If a bitch tweeting about a nigga and he saying he don't mess with her He's lying&#128533; That bitch ain't tweeting for nothing &#128527;,bullying
RT @___Legacy: Need some ice cream and Oreos &#128525;,nonbullying
RT @___MICHIGANMADE: Only the basic bitches put on for Twitter ..,bullying
RT @___Nisha: I hate when boys keep chasing a bitch that treat them like they any nigga &#128529;,bullying
RT @___Royals: When niggas try to act hard but really be bitch made &#128514;,bullying
"RT @___TheFuckery: ""@187XO_: ' You messin with broke niggahs you gon be broke niggah &#1043323;&#1043323;&#1043323;&#1043323;&#10071;&#65039;"" nigga preeeeeeeach ! !",bullying
RT @____Chelleeee: Been Trynna catch up Witchu pussy &#128299;,bullying
RT @____LilRambo: &#8220;@Dollvsh_: I don't be fucking with NOBODY cause most of these bitches got fake in they blood . &#9994;&#8221;and niggas,bullying
RT @____Quinn: When you thinking about killing a bitch http://t.co/bT7hf28U0d,bullying
RT @_____AL: &#8220;@KY_YNF: &#8220;@TroyPanamera: Brandon Jennings easily got the coldest bitch ever&#8221; damn near lol&#8221;not damn near that's fact.,bullying
RT @_____AL: Exactly. Don't be gettin no additional pussy for them soft ass tweets. Jus be you dude lol,bullying
RT @_____AL: Woww. Now niggas can't hit u bitches line and ask what u doin nomo.,bullying
RT @_____redd: killing these bitches go body for body &#128530;&#128524;&#127911;,bullying
RT @___bria: I hate a bitch that acts like she can't be single. Get your I need a man ass on,bullying
RT @___iv: &#8220;@CamoQuay: Bro even with uno webo I still get more pussy than you &#128586;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,bullying
RT @__ashlaaay: Why does everybody drive like retards when it rains lol,bullying
RT @__bettyboo: You better pray I don't send your nudes out bitch,bullying
RT @__brookenicole: How many bitches have actually gone to the club in a mini skirt &amp; j's on? #questionoftheday,bullying
"RT @__chuuu_: I want this ""bad bitch"" epidemic to be over so fast bruh...fees can't write a sentence with proper subject-verb agreement now&#8230;",bullying
"RT @__iamjazz: ""@shaaaaayy_: i wish i was born in a different generation cause yall just make my pussy bones hurt . sicken ass children .&#8230;",bullying
RT @__iamjazz: where is D hoes ? &#128514;,bullying
RT @__matt29: Larry bird 38 &#128514;,nonbullying
RT @__nijel: Niggas be out here loving ALL they hoes...that's a no no.,bullying
"RT @__prvncesssss: ""@lilnas_: Niggas bitches getting exposed&#128514;&#128514;&#128514;&#128553;""&#128555;&#128555;&#128555;&#128555;&#128555;",bullying
RT @__queenshaun: &#8220;@JuicelessEss_: If you ask me every bitch gay.&#8221; true dat true dat,bullying
RT @__sabrinaaaaa: the same hoes is still at it,bullying
RT @__thaRealist: @Dono_44 yea that hoe was rocking Friday and last night,bullying
RT @__thaRealist: @VoiceOfDStreetz &#128514;&#128514; 2 many lil bitty bitches,bullying
RT @__thaRealist: @pskinny31 &#128514;&#128514;&#128514; chill bitch,bullying
RT @__thaRealist: Dudes a hoe had me laughin on my only pics&#128514;&#128514;&#128514;,bullying
RT @__thaRealist: Sum hoes be smoking to look cute bitch u better inhale that shit wasting weed,bullying
RT @_adrizzzle: Happy birthday to my chocolate brotha @1NOnlyDirtyMike &#127880;&#127881; love u hoe http://t.co/iQIxXX1ZNv,bullying
"RT @_aleahmonique: &#128079;""@WhitDAWGem_: Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin""",bullying
"RT @_aleksssa: ""@BrianLovesAss_: @_aleksssa tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol",bullying
RT @_allaboutAshley: When will you guys leave that childish pussy alone? Get that sophisticated pussy.,bullying
RT @_amaaari: bitches be fake af &#128514;&#128581;,bullying
RT @_ashwhole: &#8220;@TerryLee__: &#8220;@______0__o_____: RT &#8220;@iHitModelsRaw: *hits blunt* https://t.co/WiqgnDXgNM &#8221;&#8221; this hoe thought she was so dee&#8230;,bullying
RT @_asslxrd_: my inner nigger is coming out,bullying
RT @_ayeeexo: Fxck outta here hoe &#9996;,bullying
"RT @_ayejayydoe: ""@UglyAssAyeKay: Dumb bitch"" im singing to you bitch",bullying
RT @_ayejayydoe: This hoe never called me like she said @UglyAssAyeKay,bullying
RT @_blkarab24: Whats a bad bitch to a queen with Goals&#10067;,bullying
RT @_blvcksxul: When u see a bitch that don&#8217;t like u look at u&#8230; http://t.co/vAO8ovq4XM,bullying
RT @_brooklynnmsb: It ain't nothing to cut that bitch off. &#128076;&#128129;,bullying
RT @_campkevin: Bitches be thinking they are soooo out here like no your just an everyday average Instagram bitch,bullying
RT @_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;,nonbullying
RT @_chrisssssyxo: Bad bitch give me head like lice .,bullying
RT @_clearlyspoken: Side bxtches gettin lit up outchea y'all birds better tighten up.,bullying
RT @_daijak: i tell you ANYTHING on this bitch i better get a thank you. fuck wrong w/ you dumb ass i wanna be famous ass 3 mixtapes cant r&#8230;,bullying
RT @_danieebro: all these bitches fake if you ask me,bullying
RT @_deemarieeeee: Nomatter how much I'm feeling you u can't compete with girls who throw the pussy. Im just gonna always take the L,bullying
RT @_elennamichelle: @erykahminor_ miss ya too nigger &#128539;&#128536;&#128536;&#128536;&#128536;&#128525;,bullying
RT @_emilyscraba: my sugar daddy is following this bitch fuckin hoe that use to be my friend this is bullshit,bullying
RT @_fckwhatyathink: @uce_INA Shi&#8217;...now I don't wanna rant b/c my first impression would be that i'm a such a bitch &#128514; lmao.,bullying
RT @_forevernee: I hate a copy cat ass bitch. Monkey see monkey do ass bitch &#128544;,bullying
RT @_getMEAUXmoney: &#8220;@100046729: &#8220;@_getMEAUXmoney: Nobody cares about KIRK Bosley no&#8221;I care bout my cousin hoe&#8221; http://t.co/k1OLU522FT,bullying
RT @_gotti300: @1stBlocJeremiah 1st block bitch Wassup,bullying
RT @_groovyg: me 2nite bitches http://t.co/NlToDB7xze,bullying
RT @_groovymovie: &#8220;@Shane_A1: Hmu talmbout match but when I pull up its 30 other niccas wit ya &#128530;&#8221; smfh shit like that kill me,bullying
RT @_haleybeeee: Im a boss ass bitch! @MostDoubt3d6 @EmilyMorring,bullying
RT @_hillzzz: this is real life &#128557; RT @NoWomanIsRight: She want to give u pussy so bad she mad at u cus u fucking it up,bullying
RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,bullying
RT @_iAmDizzy: A hoe gone be a hoe and dats #100 nd when a nigga broke them hoes act funny!,bullying
RT @_iChrisP: &#8220;@Shane_A1: swear me n zee da only niccas who aint got da update yet&#8221;&lt;I'm right there wit cha bruh,bullying
RT @_iForeign: You talking shit &#128567; But yo pockets ain't shit &#128169; Yo bitch ain't shit &#128169; Yo life ain't shit &#128169; nigga you just a ain't shit as nig&#8230;,bullying
"RT @_iGotHer: ""Her pussy fatter than ya dick"" lmao",bullying
RT @_iHATEMOON: All these bitches &amp; niggaz with they imaginary haters .....,bullying
"RT @_iMadeHerWise: Idc about your ""story"" if Petey Pablo said your name in Freek A Leek you automatically a hoe",bullying
RT @_iMcNasty: Heat lost. Medical marijuana got rejected. Rick Scott got reelected. I still have no hoes. Today's just been a bad day.,bullying
RT @_iamextra: 7 out of 10 RT @TAXSTONE: Every bitch in Houston look good ?,bullying
RT @_illionaire: @VoiceOfDStreetz hahahaha signs be funny than a bitch,bullying
RT @_imREDhoe: heard a bitch say im ugly but ha nigga thank different &#128523; you say you mainline he dont treat me no different &#9996;&#128540;,bullying
RT @_imjustvee: ever wanna text somebody and be like bitch die I hope you don't wake up you low down dirty muthafxcka&#128520;,bullying
RT @_indylovee: these bitch niggas couldn't live my cold life$tyle&#128184;&#128080;&#128523;,bullying
RT @_itsKILLA_: Yall hoes love football,bullying
"RT @_jahmall_: &#8220;@_BlueUnicorns: Df Bruh http://t.co/EIvJYapKuD&#8221; ""go wash the dishes in the sink then come upstairs and eat this pussy""",bullying
RT @_jeff_hank: @lgreiner3 @Versharky @RayceWarden @BigJohn_Studd fuck no id be gettin swole in there like everyday nigger,bullying
RT @_juicewayne: I swear it's the huge bitches that think they the baddest,bullying
RT @_justcallmetajj: imma cool as bitch so if a bitch don't like me it's a personal problem .,bullying
RT @_katrinasalazar: this what most of yall hoes need to admit . https://t.co/SXz6y0HRR0,bullying
RT @_kivnaaa: @VivaLaKash &#128514;&#128514;&#128514; on God i be thinking that . lol people at school be showing me this nigguh videos . im like &#128563; he famous oss &#128514;,bullying
RT @_kourtne: don't try nd play me I'll hoe u harder &#128514;&#128076;,bullying
RT @_laddieD: These hoes sad man,bullying
RT @_lex_lloyd: Y'all bitches be like 16 looking 25 &#128553;,bullying
RT @_lvrking: chris brown is trash.,nonbullying
RT @_materialgurlxo: How you leave ya mans dead for a broke bitch most these rap niggas on some hoe shit!!!,bullying
RT @_mikaylahh: I asked @zzachbarness to get me pink bunnies one time so he brought me yellow chicks...&#128048;&#128149;,nonbullying
RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;,bullying
"RT @_naptural_: ""@NoBeeetch: When you drop all your hoes for the wrong one and you gotta bring em back http://t.co/vUBKmFQyAJ"" LMFAOOOOOOO",bullying
"RT @_onnaa_: ""@1stBlocJeremiah: Gotta watch these hoes &#128064;"" I Swear &#128079;",bullying
"RT @_pascuzzo: ""@Salon: Meanwhile in Texas: 19-year-old man facing 5 years to life in prison for $25 worth of pot brownies http://t.co/438F&#8230;",nonbullying
RT @_pgwashere: Truth B told i have -0 hoes &#128514;,bullying
RT @_politeASSHOLE: 1) A real nigga would NEVER be hurt and crying over pussy they didn't get for two years. What kinda gay shit is that?,bullying
RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions tweet the person then cry again about the&#8230;,bullying
RT @_posterboi: &#128591; Lord please don't let this bitch kill my vibe.,bullying
RT @_posterboi: And y'all niggas jus give up the pussy.. I wonder how y'all feel reading the TL... Nervous AF huh? Thinkin y'all bout to ge&#8230;,bullying
RT @_prettygirl92: Life to short to be walkin round mad at bitches,bullying
RT @_prettygirl92: bitches jus love to get me madd,bullying
RT @_princessShy: pussy like girls&#128571; damn is my pussy gay?,bullying
"RT @_reathie: ""@1inkkofrosess: Any bitch that has ever had a ""problem"" with me ain't checked shit but my twitter &#128541;""NBS !!",bullying
RT @_sheswatsPOPPIN: js met a lil bitch wit a long name mufucka had more letters den Tennessee I go gorilla ina pussy RIP&#128527;,bullying
RT @_shorrtstop: If you still put your pride in front of your feelings .. Then yes bitch your still childish,bullying
RT @_soulfulsiren: &#8220;@VizyIsIgnant: When she waives her pussy fees&gt;&gt;&gt;&gt;&#8221; bye Lawrence &#128075;,bullying
RT @_tarynupsheets: The single life is hitting for zero. Like I don't even want hoes.,bullying
RT @_tellmeboutLOVE: I swear these bitches think their still in highschool,bullying
RT @_tenijieth: I believe there's a hood in heaven cause the devil gots a bad bitch.,bullying
RT @_theDarius: &#8220;@DopeShitOnly: Man just proofread &amp; edited this niggah sentence&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;feel like I'm back in 6th grade doing daily oral la&#8230;,bullying
RT @_theDarius: &#8220;@JetsAndASwisher: @_theDarius boy I was clean in them bitches.&#8221;you loved them damn sandals &#128514;,bullying
RT @_tiffnasty: Lmaoooooo RT @Weed_Cloudz: If we cuddle then Im sliding something thick in your pussy just a warning,bullying
RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;,bullying
RT @_tonktrippin: if you can't do or say certain shit in front of yo bitch then don't do it,bullying
RT @_twelvestarr: Niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. NO,bullying
RT @_visionaryJ: Sellin' my soul for material wishes fast cars &amp; bitches,bullying
RT @_wintergirl93: I don't wanna hear Sgt. #Tahmooressi's name come outta the Preezy's mouth. He couldn't be bothered then keep his pie ho&#8230;,nonbullying
RT @_xCallMeZiaa: Lil stupid ass bitch.. i aint fucking with YOU &#128514;,bullying
RT @_xMaiya_xMonike: What's the difference between a main &amp; a side bitch ?? Shit y'all both getting feed lies &amp; dick!,bullying
RT @_xchaazelle: most of the bitches he fw not old enough to get a ID &#128514;&#128514;so what that tell you &#128129;,bullying
RT @_xobrandy: @Blaxxxican invest in some curtains bitch,bullying
RT @_xplicitContent: if im bad built ok yall built like tractors yall got relationships bitch where mine ?? &#128533;,bullying
RT @_yeaimmaBOSS: &#8220;@100046729: I wonder if I @ oomf I be like I want fuck would I be wrong or &#128533;&#8221; you a be one brave as bitch&#128514;&#128514;,bullying
RT @_yoonea: these bitches can't do nothin for you.,bullying
RT @abreumegan_: Sex on 1st date dont mean you a hoe waiting 90 days wont make you a wife cute pics dont mean y'all happy having a title&#8230;,bullying
RT @absoulxo: in a relationship there's gonna be bitches badder than yours or niggas doing better than your nigga. that's where the loyalty&#8230;,bullying
RT @acidlacedbong: I am so jealous of bitches who can squirt &#128530;,bullying
"RT @adrianalisett_: Zulema don't worry bitches only act bold when they have somebody to ""back"" them up! It's cool tho I got you if anything!",bullying
RT @adubbFFamous: &#8220;@4MeSheWILL: Bring winter back... This 70 degrees at 7 am shit is for the birds&#8221;---Get The Fukkk Outta Here Bro!!,bullying
RT @adviljr: &#8220;@antsyinpantsy: @adviljr you have no sense of humor so back off their backs&#8221;ur a lil bitch and im 10,bullying
RT @aekulze: In Hopes of Recruiting More Women ISIS Opens Jihadi Finishing School http://t.co/xlxdfZxS9s @vocativ http://t.co/E3hhzNThrk,nonbullying
RT @agonyquotez: If i had a dollar for every bobby pin I've lost I'd be one rich bitch,bullying
RT @agrovelax26: I don't care what any of you bitches say Kesha is awesome &#10084;&#128076;,bullying
RT @ahh_nicolee: these hoes ain't loyal,bullying
RT @ahmadblack35: Can someone find the Georgia fan who talked trash to me and told me he hope we don't end up like Tennessee? Tell him I'm &#8230;,nonbullying
RT @ahmiryoung Lakers on....I thought trash day was Monday,nonbullying
RT @airam12_: &#8220;@T_ReV_13: Some of you bitches are DUMBBBB&#8221; they are everywhere trev. &#128530;,bullying
"RT @aivayePVUcheer: I can't stand a ""fuck these niggas"" ass bitch..",bullying
RT @ajade___: everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#128586;&#128566;,bullying
RT @ajbk4life1: how do people not realize the jig ?,nonbullying
RT @ajjacobs: Just learned that there was a 1932 Japanese political plot to assassinate Charlie Chaplin. #PleaseOptionThisTweetNow #Back ...,nonbullying
RT @albertogomez51: &#8220;@nomaambundy92: I'm not the type of guy to bitch about how hot it is but it's about to be 11 and I'm still sweating&#8221; q&#8230;,bullying
RT @alec_myers12: All I want for valentines day is a big booty hoe.,bullying
RT @alec_tiano: @Vinnyrants Happy birthday fag boy,bullying
RT @alex05241: Hannah is retarded don't listen to her.,bullying
RT @alexYvette8: &#8220;@GhettoAnnabelle: @alexYvette8 don't get me started on you potato head lookin ass bitch&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,bullying
RT @alex_gtz13: Cause I'm as free as a bird now and this bird you can not change &#127926;,nonbullying
"RT @alex_mizz310: @Huntermoore why do you call most guys that talk shit to you ""fags"" then? You should use another word hypocrite.",bullying
RT @alexis_mahnal: &#128557;&#128557;@iDntWearCondoms: If I cum on your pussy don't be tryna rub it in like they do in the pornos cuz if u get pregnant tha&#8230;,bullying
RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;,bullying
RT @alexiss_11: Diii bitches &#128527;&#128158; @violetannt @tashh_x0 http://t.co/GWKbq3l0S4,bullying
"RT @alexiswoa_: "" now i know why niggas have sides my bitch boring """,bullying
RT @alexlundry: Charlie Baker!!!,nonbullying
RT @alicia_enz: I'm the only person who likes yellow Starburst I feel,nonbullying
"RT @alicia_garcia3: ""That's why God made brownies. To replace boys.""",nonbullying
"RT @alightskinnigga: When a girl bring up my ""hoes"" when I'm trying to get to know her.. http://t.co/yNBWcmgeb4",bullying
RT @alison_cherry: .@nlisa &amp; I are discussing our awful 90s fashion choices: yellow overall shorts boxers over leggings. What was your bes&#8230;,nonbullying
RT @alisonkent: Also as part of my release day gift (yes we get those!) this adorable bumblebee bear! #Montlake http://t.co/SC3AjXCiRB,nonbullying
"RT @allisonnamaya_: @Whitecholo23 omg Nathaniel. No ""come here mr pussy"" ""Mr pussy where are you"" lol",bullying
"RT @allly_sunn: ""That's what that means..some kid called me at like 1 in the morning asking me if I wanted to hit the slopes...""",nonbullying
RT @allovevie: I know it ain't good but these hoes gon' do what they wa-wa-waaaaannnnnt.,bullying
RT @allzmicelz: how she gets all the bitches http://t.co/DWkd2DjOrV,bullying
RT @almostkanye: Nights like this I wish ride low in the Chevy hit the switch. In the city burning killa with a bitch,bullying
RT @almostkanye: RT @Resolutionary_: if Crabtree woulda caught that over Sherman for the game y'all woulda said Sherman trash &amp; he got what&#8230;,nonbullying
RT @alwayznpolo: years of eating and still no beard more of mythology. RT @willyroast2 When you eat pussy it helps Yo beard grow this is s&#8230;,bullying
RT @amara_banks: I want some taco truck tacos! Brenda &amp; her mom be having them bitches smacking.,bullying
RT @amaurer13: Just saw someone riding a bike while wearing camo the bitch is asking to get hit!,bullying
RT @amazingatheist: America is like a drunken redneck flailing his fists around raving incoherently. He's kind of funny but also you'r ...,bullying
RT @amh_1126: s/o #NF @patpatbush thanks for the follow Hun!! &#128536;&#128536;,nonbullying
RT @amnesty2016: Stfu stupid bitch. God damn. Unfuckingfollow me then!!! Shit.,bullying
RT @amour_tajiana: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;,bullying
RT @amoz1939: drinkingto the last dropwashing teapot #haiku #mijikai,nonbullying
RT @amyalkon: School admins take hungry kids' lunch &amp; throw in trash because their lunch funds aren't paid up. That'll teach em! http://t.c&#8230;,nonbullying
"RT @anarchistrev: I am no longer willing to claim ""I'm just like you just queer"" as my rallying cry.",bullying
RT @anderson6benton: &#8220;@T_ReV_13: Dumb bitches are one thing that'll never become extinct..&#8221; That's real,bullying
"RT @andrenickatina: Bitch at MacDonalds say..""U look a lil devilish 2day homey""..Oh well bitch..I WOKE UP LIKE THIS-I WOKE UP LIKE THIS(Bey&#8230;",bullying
"RT @andresdavid: Saying ""Who cares?"" comes from a privileged position. May you never experience what a queer person goes through and may &#8230;",bullying
RT @andrewtylerdick: &#8220;@ZWHITE93: Or... Run wildcat. Let Romo run that deep post and have Murray bomb that bitch to Tony&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,bullying
RT @angelalonz: I feel bad for these young girls that are already hoes.,bullying
"RT @angiecuh: Man how you ""shittin"" on all these hoes when you're only cute with make up on ?&#9995;&#128564;",bullying
RT @anibeeezy: all these damn bitches on my phone line,bullying
RT @anilkohli54: @mediacrooks so the ball did roll down the slope &amp; found a natural spot @madhutrehan defending brother &amp; the scumbag @sard&#8230;,nonbullying
RT @anitaphilmar: Fairy Fun - Losing her wings doesn't mean there aren't other ways to fly? #asmsg #erotica #shortstory http://t.co/t6LuM&#8230;,nonbullying
RT @annamarixae: @WhereYoHussleAt YESSSS bitch&#128166;&#128525;&#128147;,bullying
RT @antglizzygg: Ain't Talk 2 My Mova N A Week First Thing She Say Is Where Shy An Benny &#128514;,nonbullying
RT @antglizzygg: Tell your bitch that I'm that nigga now,bullying
RT @anthonycampos23: Lebron your still a bitch you suck nigger hope you die,bullying
RT @anticvlum: @NoneShallPass97 trash eating trash,bullying
RT @anticvlum: Lol I'm litetally just a walking trash can,nonbullying
"RT @antijokeapple: ""mom i&#8217;ve had it. i&#8217;m dropping out""""excuse me""""i&#8217;m done with fake bitches. the hw. all of it. done""""ur in 2nd grad&#8230;",bullying
RT @antoinetteA: Coming up at 5:15a: Charlie Baker's campaign admits he may have been wrong about the emotional fisherman story from this w&#8230;,nonbullying
RT @apablo29: &#8220;@WesOrrJames: If you posted a thunder buddy status yesterday slap yourself&#8221;&#128514;your a basic bitch*,bullying
RT @arabellaann: &#8220;@0_FacingReality: Finna punch all these bitches in front of me&#8221; das my girl,bullying
RT @argenivee: Its kinda pathetic how these bitches on BGC be 21+ &amp; be acting so childish af,bullying
RT @arigold_88: Jordan wearing bitches need to grow tf up,bullying
RT @arigold_88: Tiny.... girl. Can't trust a bitch named Tameka no way.,bullying
"RT @arigold_88: You and yo bitch break up and she start ""lol"" at another nigga she gone for good bruh.",bullying
RT @arlingtondems: Hey Arlington Democrats! For you early birds join us @BusboysAndPoets tomorrow. It's the Second Saturday of April. http&#8230;,nonbullying
RT @army_constancio: &#8220;@1ProudMahomiee: @army_constancio http://t.co/15iZirYyMj&#8221; bitches have me like..,bullying
RT @asap_marlene: &#128546; a bitch that don't like you always gone think you ugly. &#128514;&#128513;&#128564;,bullying
RT @asaplex: This bitch jus blew my high and I was off all of these drugssss,bullying
RT @ashkardash___: If you let your girl get disrespected and you don't do nothing you should of been born a bitch cuz only bitch niggas le&#8230;,bullying
